task_identifier,task_description,task_app,num_apps,is_cross_app,category,requires_ui_memory,shortcut_potential,output_type,golden_steps,task_difficulty,task_language
119-SimulateInternationalPurchase,"In the Amazon app, find the USD prices for two items: ""Sony WH-1000XM5 headphones"" and a ""Logitech MX Master 3S mouse"". In the Bing app, find the ""USD to EUR"" exchange rate. In the Calculator app, sum the two item prices, convert the subtotal to EUR, then add a fixed  EUR25 shipping fee to get the grand total. Finally, in the bluecoins app, add a single expense transaction for the grand total, named ""EU Tech Import"", and add a note: ""Items: [USD subtotal], Shipping:  EUR25"".","['Amazon', 'bing', 'Calculator', 'bluecoins']",4,Y,"['E-commerce: Product Search', 'Information Retrieval: Fact Checking', 'Financial Management: Financial Calculation', 'Financial Management: Add Transaction']",Y,4,Action Execution Task,51,3,ENG
120-SimulateInternationalPurchase,"In the Amazon app, find the USD prices for two items: ""Apple Watch Series 9"" and ""Apple AirPods Pro 2"". In the Bing app, find the ""USD to GBP"" exchange rate. In the Calculator app, sum the two item prices, convert the subtotal to GBP, then add a fixed  GBP20 shipping fee to get the grand total. Finally, in the bluecoins app, add a single expense transaction for the grand total, named ""UK Apple Import"", and add a note: ""Items: [USD subtotal], Shipping:  GBP20"".","['Amazon', 'bing', 'Calculator', 'bluecoins']",4,Y,"['E-commerce: Product Search', 'Information Retrieval: Web Search', 'Financial Management: Financial Calculation', 'Financial Management: Add Transaction']",Y,4,Action Execution Task,51,3,ENG
121-AnalyzeApartmentCommute,"Open Google Chrome and go to https://www.apartments.com, search in 'Mountain View, CA', and remember the address and rent of the first result. Open the bing app and search for the address of the ""Googleplex"". Open the Citymapper app and find the public transit commute time between the apartment address and the Googleplex. Finally, open the joplin app and create a note titled ""Google Commute"" with the apartment's rent and the calculated commute time.","['Chrome','bing','Citymapper','joplin']",4,Y,"['E-commerce: Product Search', 'Information Retrieval: Web Search', 'Travel & Navigation: Route Planning', 'Productivity: Note Taking', 'Information Retrieval: Data Extraction']",Y,4,UI Interactive Output,19,1,ENG
122-AnalyzeApartmentCommute,"Open Google Chrome and go to https://www.apartments.com, search in 'Cupertino, CA', and remember the address and rent of the first result. Open the bing app and search for the address of ""Apple Park"". Open the Citymapper app and find the driving time between the apartment address and Apple Park. Finally, open the joplin app and create a note titled ""Apple Commute"" with the apartment's rent and the calculated driving time.","['Chrome','bing','Citymapper','joplin']",4,Y,"['E-commerce: Product Search', 'Information Retrieval: Web Search', 'Information Retrieval: Data Extraction', 'Travel & Navigation: Route Planning', 'Productivity: Note Taking']",Y,4,UI Interactive Output,25,2,ENG
123-PlanApartmentBudgetAndReminder,"Open Google Chrome and go to https://www.apartments.com, search for 'Los Angeles, CA', filter for '2 beds', and remember the monthly rent of the first result. Open the Calculator app and calculate the annual rent. Open the bluecoins app and create a new monthly budget for 'Rent' with the remembered monthly amount. Finally, open the N calendar app and set a reminder for the 1st of next month titled ""Pay Rent"".","['Chrome','Calculator','bluecoins','N calendar']",4,Y,"['E-commerce: Product Search', 'E-commerce: Filter & Sort', 'Financial Management: Financial Calculation', 'Financial Management: Create Budget', 'Productivity: Time Management']",Y,4,Action Execution Task,25,2,ENG
124-PlanApartmentBudgetAndReminder,"Open Google Chrome and go to https://www.apartments.com, search for 'Chicago, IL', filter for 'in-unit laundry', and remember the monthly rent of the first result. Open the Calculator app and calculate a 1.5x security deposit based on the rent. Open the bluecoins app and create a savings goal named ""Apartment Deposit"" for this calculated amount. Finally, open the N calendar app and set a reminder for tomorrow titled ""Follow up on Chicago apartment"".","['Chrome','Calculator','bluecoins','N calendar']",4,Y,"['E-commerce: Product Search', 'E-commerce: Filter & Sort', 'Information Retrieval: Data Extraction', 'Financial Management: Financial Calculation', 'Financial Management: Set Saving Goal', 'Productivity: Time Management']",Y,4,Action Execution Task,17,1,ENG
125-VisualAnalysisAndCreativeWriting,"In the Bing app, search for and observe four paintings: ""The Scream"" by Munch, ""Guernica"" by Picasso, ""The Third of May 1808"" by Goya, and ""Saturn Devouring His Son"" by Goya. In the Joplin app, write a note comparing how these four artworks depict human suffering and fear (~60 words total). In the DeepL Translate app, translate your entire comparison into Spanish. Finally, open the messages app and send the Spanish translation to +8613511112222.","['bing', 'joplin', 'DeepL Translate', 'messages']",4,Y,"['Information Retrieval: Image Search & Understanding', 'Content Creation: Text Creation', 'Content Creation: Translation', 'Communication: Messaging']",Y,4,Action Execution Task,40,2,ENG
126-VisualAnalysisAndCreativeWriting,"In the Bing app, search for and observe four paintings: ""Mona Lisa"" by da Vinci, ""The Starry Night"" by van Gogh, ""Les Demoiselles d'Avignon"" by Picasso, and ""Composition VII"" by Kandinsky. In the Joplin app, write a note comparing the use of realism, color, and form across these four distinct art movements (~60 words total). In the DeepL Translate app, translate your entire comparison into Italian. Finally, open the messages app and send the Italian translation to +8613633334444.","['bing', 'joplin', 'DeepL Translate', 'messages']",4,Y,"['Information Retrieval: Image Search & Understanding', 'Content Creation: Text Creation', 'Productivity: Note Taking', 'Content Creation: Translation', 'Communication: Messaging']",Y,4,UI Interactive Output,40,2,ENG
127-CompareCarsAndResearch,"Open Cars.co.za app, search for a 'Volkswagen Polo', and remember the price of the first result. Then search for a 'Hyundai i20' and remember the price of the first result. Open the Calculator app and find the price difference. Open the joplin app to note which car is more expensive and by how much. Finally, open the bing app and search for ""Volkswagen Polo vs Hyundai i20 safety rating"". Stay on the search results page.","['Cars.co.za','bing','joplin','Calculator']",4,Y,"['E-commerce: Product Search', 'E-commerce: Price Comparison', 'E-commerce: Multi-App Comparison', 'Financial Management: Financial Calculation', 'Productivity: Note Taking', 'Information Retrieval: Web Search']",Y,4,Action Execution Task,12,1,ENG
128-CompareCarsAndResearch,"Open Cars.co.za app, search for a 'Ford Ranger', and remember the price of the first result. Then search for a 'Toyota Hilux' and remember the price of the first result. Open the Calculator app and find the price difference. Open the joplin app to note which car is more expensive and by how much. Finally, open the bing app and search for ""Ford Ranger vs Toyota Hilux reliability"". Stay on the search results page.","['Cars.co.za','Calculator','joplin','bing']",4,Y,"['E-commerce: Product Search', 'E-commerce: Price Comparison', 'E-commerce: Multi-App Comparison', 'Financial Management: Financial Calculation', 'Productivity: Note Taking', 'Information Retrieval: Web Search']",Y,4,Action Execution Task,19,1,ENG
